223,ดาวน์นี่ซันไรซ์เฟรช,Downy Sunrise Fresh
224,ดาวน์นี่แดร์ริ่ง,Downy Daring
226,ดาวน์นี่มีสทีค,Downy mystique
228,ดีโด้,DeeDo
229,ดูเม็กซ์,Dumex
230,ดีน่า,Dena
231,ดูเม็กซ์ดูโกรซูเปอร์มิกซ์,Dumex Dugro Supermix
232,ดูเม็กซ์ดูมิลค์3ฅอมพลีตแฅร์,Dumex Dumilk 3 Komplete Kare
233,เด็กสมบูรณ์,Healthy Boy
234,เด็กสมบูรณ์,Deksomboon
235,เดนทีน,Dentyne
236,เดลี่เฟรช,Daily Fresh
237,เดอะคูล,The Cool
238,แดรี่วิป,Dairy Whip
239,โดโซะ,Dozo
240,โดฟ,Dove
241,ไดมารู,Daimaru
242,ต้นสน,Ton-Son
243,ตราเกษตร,Kaset
244,ตรางูปริกลี่ฮีท,Snake Brand Prickly Heat
245,ตรางู,Snake Brand
246,ตราจระเข้,Crocodile brand
247,ตราจริงใจ,Jing-Jai
248,ตราช้าง,Elephant Brand
249,ตราปลาไทย5ดาว,Fish Brand Five Star
250,ตราปลาหมึก,Squid brand
251,ตราพิกุลแก้ว,Pikul Khaw Brand
252,ตราม้า,Horse
253,ตราหมี,Bear Brand
254,ตราหมีโกลด์ไวท์มอลต์,Bear Brand Gold White Malt
255,ตราหมีแอดวานซ์โพรเท็กซ์ชันพลัส,Bear Brand Advance Protextion Plus
256,ตราหอยหลอด,Razor Clam
258,ตะวัน,Tawan
259,ตูมตาม,Toom-Tam
260,โตชิบา,Toshiba
261,โตฟู,Tofu
262,เถ้าแก่น้อย,Taokaenoi
263,ทรอส,Tros
264,ทรูสเลนซูคาโรส,Truslen Sucralose
265,ทวิสคอร์นใจแอนท์,Twist Corn Giant
266,ทเวลฟ์พลัส,12 PLUS
268,ทองการ์เด้น,Tong garden
269,ทับทิม,TubTim
270,ทาคูมิอายิ,Takumi Aji
271,ทาบาสโก้,Tabasco
272,ทาโร่,Taro
273,ทิปโก้,Tipco
274,ทิปโก้สควีซ,Tipco Squeeze
275,ทิวลิป,Tulip
276,ทิวลี่ทวิน,Tivoli Twin
277,ทีจีเอ็ม,TGM
278,ทีซีบี,TCB
279,ทีซีแอล,TCL
280,ทีพอท,Tea Pot
281,ทีพอทเอ็กซ์ตร้า,Teapot Extra
282,เทนโซพล๊าส,Tensoplast
283,เทนเดอร์,Tendre
284,เทรซาเม่เคราตินสมูท,Tresemm? Keratin Smooth
285,เทสโต,Tasto
286,เทสโตวาฟเฟิล,Tasto waffle
287,ไทเกอร์พล๊าส,Tigerplast
288,ไทย-เดนมาร์ค,Thai-Denmark
289,ไทยชูรสตราชฎา,Thai Churos TraChada
290,ไทยรวงขวัญ,Thai ruang kwan
291,ไทโย,Taiyo
292,นกแก้ว,Parrot
293,นกนางนวล,Seagull
294,นกพิราบคู่,Double Pigeon brand
295,นกเหยี่ยว,Falcon
296,นกเหยื่ยวฟอลคอล,Falcon Brand
297,นอติลุส,Nautilus
298,นอติลุสไลท์,Nautilus Lite
299,นันตา,Nanta
300,นากาโน,Nakano
301,นาทรีฟบีบียูวีพาวเดอร์,Natriv BB UV Powder
302,นาโน,Nano
303,น้ำพุ,Numpu
304,นิชชินหมีพู,Nissin Pooh
305,นิสชิน,Nissin
306,นิสชินคัพนูดเดิล,Nissin Cup Noodles
307,นีเวีย,Nivea
308,นีเวียเพิร์ลแอนด์บิวตี้,Nivea Pearl & Beauty
309,นีเวียเมนแบล็คแอนด์ไวท์,Nivea men blank & white
310,นีเวียเมนอินวิซิเบิ้ลฟอร์แบล็คแอนด์ไวท์,Nivea men invisible for blank & white
311,นีเวียไวท์แอคเน่มัดโฟมฟอร์เมน,Nivea white acne mud foam for men
312,นีเวียเอ็กซ์ตร้าไวท์,Nivea Extra White
314,นีเวียเอ็กซ์ตร้าไวท์เทนนิ่ง,Nivea Extra Whitening
315,นีโอแคล,Neocal
316,นูดดี้,Nooddy
317,เน็กซ์แคร์,Nexcare
318,เนเจอร์กิฟ,Naturegift
319,เนเชอรัล,Natural
321,เนปจูน,Neptune
322,เนสกาแฟ,Nescafe
323,เนสกาแฟ3อิน1เบลนด์แอนด์บรู,Nescafe 3 in 1 Blend and Blue
324,เนสกาแฟโกลด์,Nescafe Gold
326,เนสกาแฟเรดคัพ,Nescafe red cup
327,เนสกาแฟไอซ์คาเฟ่สไตล์,Nescafe Ice Caf? Style
329,เนสท์เล่,Nestle
330,เนสท์เล่โกโก้ครั้นช์,Nestle Koko Krunch
331,เนสท์เล่ครีมาท็อป,Nestle Krematop
332,เนสท์เล่คอฟฟีเมต,Nestle Coffee-Mate
333,เนสท์เล่คอร์นเฟลกส์,Nestle Corn Flakes
334,เนสท์เล่คาร์เนชันวันพลัสพลัสสมาร์ทโก,Nestle Carnation 1+ Smartgo
335,เนสท์เล่ซีรีแล็คผสมนม,Nestle Cerelac with Milk
336,เนสที,Nestea
338,บรีส,Breeze
339,บรีสเพาเวอร์เทอร์โบ,Breeze power turbo
340,บรีสเอกเซล,Breeze Excel
341,บรีสเอกเซลคอมฟอร์ท,Brezze excel Comfort
342,บรีสเอกเซลลิควิดคอมฟอร์ท,Brezze excel liquid Comfort
343,บอนโอบอน,Bon o Bon
344,บันบัน,Bun Bun
345,บัลแกเรีย,Bulgaria
346,บัวชมพู,Bua Chomphu
347,บ้านไผ่,Ban Pai
348,บิ๊กโวลต์,Big Volt
349,บิสชิน,Bissin
350,บิโอเร,Bior?
351,บิโอเรยูวีอควาริชไวท์เทนนิ่ง,Biore UV Aqua Rich Whitening
352,บิโอเรยูวีแอนตี้โพลูชั่นบอดี้แคร์เซรั่ม,Biore UV Anti-Pollution Body Care Serum
353,บีเคพี,BKP
354,บีทาเก้น,Betagen
355,บีทาเก้นไลท์,Betagen Light
357,บีเอ็มพี,BMP
358,บีโอเรเซรั่มยูวีบอดี้ไวท์,Biore Serum Uv Body White
359,เบงเบง,Beng Beng
360,เบญจรงค์,Benjarong Rice
361,เบทาโกร,Betagro
362,เบนโตะ,Bento
363,เบบี้มายด์,Babi mild
364,เบบี้มายด์สวีทตี้พิ้งค์พลัส,Babi Mild Sweety Pink Plus
365,เบบี้มายด์อัลตร้ามายด์,Babi Mild Ultra Mild
366,เบบี้เลิฟเดย์แพ้นท์,Baby Love DayPants
367,เบสท์ฟู้ดส์,Best Foods
369,เบอร์ดี้,Birdy
370,เบอร์ดี้โรบัสต้า,Birdy Robusta
371,เบอร์ทอลลี่,Bertolli
373,เบิร์ดวิงส์,Birdwings
374,แบรนด์,Brand's
375,แบรนด์เจนยู,Brand's gen U
376,แบรนด์วีต้า,Brand's Vita
377,แบรนด์วีไลค์,Brand's We-Like
378,โบนัส,Bonus
380,ไบกอน,Baygon
381,ไบเล่,Bireley's
382,ไบโอเซฟตี้,Biosafety
383,ไบโอเซฟตี้เพอร์เฟคคลีน,Biosafety Perfect Clean
384,ไบโอเซฟตี้สมายล์,Biosafety Smile
385,ปลาทอง,Gold Fish
386,ป๊อป,Pop
387,ป๊อปเอ็กซ์เพรส,Pop Express
389,ปาปริก้า,Paprika
390,ปาร์ตี้,Party
391,ปาร์ตี้ครองแครง,Party Krongkrang
392,ปาร์ตี้ดอรี่,Party Dory
393,ปาร์ตี้มิกซ์,Partty Mix
394,ปิ่นเงิน,Pin Ngoen
395,ปีโป้,PIPO
396,ปุ้มปุ้ย,Pumpui
397,ปูไทย,PuThai
398,เป็ด,Duck
400,เป็ดโปร,DuckPro
401,เป็ดมิสเตอร์มัสเซิลโปร,Duck Mr.MusclePro
402,เป๊ปซี่,Pepsi
403,เปเปอร์เมท,Paper Mate
404,เปรียว,Preaw
405,เปรียวฟูดส์,Priewfood
406,เปอริเอ้,Perrier
407,เปาซอฟท์นาโนเทค,Pao Soft Nano Tech
408,เปาซิลเวอร์นาโน,Pao Silver Nano
409,เปาวินวอช,Pao Win Wash
410,เปาวินวอชซอฟท์,Pao Win Wash Soft
411,เปาไวท์นาโนเทค,Pao White Nano Tech
413,เป๊ปซี่แม็กซ์,Pepsi Max
414,โปรชีสเชดด้า,Prochiz Cheddar
415,โปรเทค,Protech
416,โปรโปรเฟสชั่นแนล,Pro Professional
417,ผึ้งหลวง,Phueng Luang
418,ไผ่แดง,Paidang
419,พรวิภา,Pornvipa
420,พริงเกิลส์,Pringles
421,พรีโก้,Prego
422,พอนด์ไวท์บิวตี้,Pond's white beauty
423,พอนลีน,Pauly
424,พันดี,Pun Dee
425,พันท้ายนรสิงห์,Pantainorasingh
426,พาชิโอ,Paseo
427,พานาโซนิค,Panasonic
428,พาราแคพ,Paracap
429,พาสควาล,Pascual
430,พินน์,Pinn
431,พีเดียชัวร์คอมพลีท,Pediasure Complete
432,พีเดียชัวร์,Pediasure
433,พีอาร์,PR
434,พีเอฟพี,PFP
435,พีแอนด์พี,P&P
436,เพดดิกรี,Pedigree
437,เพดดิกรีเดนต้าสติก,Pedigree Dentastix
438,เพ็ทส์เฟรนด์,Petz Friend
439,เพรียวคอฟฟี่,Preaw Coffee
440,เพอร์เฟคอิตาเลียโน,Perfect Italiano
441,เพียวริคุ,Puriku
442,เพียวริน่าฟริสกี้ส์,Purina Friskies
443,แพนทีน,Pantene
445,โพรเทค,Protech
446,โพรเทคส์,Protex
447,โพรเทคส์พรอพโพลิส,Protex Propolis
448,โพรเทคส์พิงค์คูล,Protex Pink Cool
449,โพรเทคส์เฟรช,Protex Fresh
450,โพรเทคส์สปอร์ต,Protex Sport
451,โพรเทคส์ไอซ์ซี่คูล,Protex Icy Cool
452,โพลาริส,Polaris
453,โพลิเดนท์,Polident
454,ฟริสกี้ส์,Friskies
455,ฟลูโอคารีล,Fluocarill
456,ฟันโอ,FUN-O
457,ฟ้าไทย,Fa Thai
458,ฟาร์เซ้นต์,Farcent
459,ฟาร์มฟริต,Farm Frites
460,ฟาวน์เท่น,Fountain
461,ฟิจิ,Fiji
462,ฟิลิปส์,Philips
463,ฟูโด้,Fudo
464,เฟรชแอนด์ซอฟท์,Fresh & Soft
465,เฟสต้า,Festa
466,แฟนต้า,Fanta
467,แฟ้บเมติก,Fab Matic
469,แฟร์ฮันนีมูนวาเลนไทม์,Faire honeymoon valentine
470,โฟร์โมสต์,Foremost
471,โฟร์โมสต์โอเมก้า 3.6.9,Foremost Omega 3.6.9
472,โฟร์โมสต์โอเมก้าโกลด์,Foremost Omega Gold
473,ไฟน์ไลน์,Fineline
474,ภูเขาทอง,Golden Mountain
476,เภสัช,Bhaesaj
478,มงกุฎทะเล,Mongkut Talay
480,มโนห์รา,Manora
482,มรกต,Morakot
483,มหามงคล,Mahamongkol
484,มอคโคน่า,Moccona
485,มอคโคน่าทรีโอ,Moccona Trio
486,มองต์เฟลอ,mont fleur
488,มอลคิสท์,Malkist
489,มะลิ,Mali
490,มะลิโกลด์,Mali Gold
491,มาจิคลีน,Magiclean
492,ม้าบิน,Mabin
493,มาม่า,Mama
494,มาม่าคัพ,Mama Cup
495,มาม่าบิ๊กแพค,Mama Big Pack
496,มามี่โพโคแพ้นท์,Mamy Poko Pants
497,มามี่โพโคแพ้นส์เอ็กตร้าซอฟท์,Mamy Poko Pants Extra Soft
498,มายมิ้นท์บอล,Mymint Ball
499,มาร์โก,Marco
500,มารุโกะ,Maruko
501,มาลี,Malee
502,มาลีทรอปิคอล,Malee Tropical
503,มาสเตอร์คูลไอ-คูล,MASTERKOOL I-KOOL
504,มาสเตอร์อาร์ต,Master Art
505,มิตซูบิชิ,Mitsubishi
506,มิตรผล,Mitr Phol
507,มิตรผลโกลด์,Mitr Phol Gold
508,มินกวง,Mingoa
509,มินิทเมด,Minute Maid
510,มิรินด้า,Mirinda
511,มิลแล็คโกลด์,Millac Gold
512,มิลแลคคุกกิ้ง,Millac Cooking
513,มีโอ,Me-O
514,เมกาเชฟ,Megachef
515,เมจิก ฟาร์ม,Magic Farm
516,เมจิบัลแกเรีย,Meiji Bulgaria
517,เมนทอส,Mentos
518,แม็กกาแรต,Magarate
519,แม็กกี้,Maggi
520,แม็กซ์,Max
521,แมกโนเลีย,Magnolia
522,แมกโนเลียกิงโกะพลัส,Magnolia ginkgo plus
524,แม็คคอร์มิค,McCormick
525,แมนซั่ม,Mansome
526,แม่ประนอม,Mae Pranom
527,โมคิ,Moki
528,โมเดส,Modess
529,โมเดสซีเคียว,Modess Secure
530,โมนินี่,Monini
531,ไมก้า,Mica
532,ไมโล,Milo
533,ไมโลแอคทิฟ-โก,Milo Activ-Go
534,ยำยำจัมโบ้,Yum Yum Jumbo
535,ยิลเลตต์ซุปเปอร์ธินทู,Gillette Super thin II
536,ยิลเลตต์บลูทูพลัส,Gillette Blue II Plus
537,ยูกิ,Yuki
538,ยูนิเทป,Unitape
539,ยูนิฟ,Unif 
540,ยูนิฟทีบาเล่เชค,Unif T Bal? Shake
541,ยูปี้,Yupi
542,ยูโรเค้ก,Euro Cake
543,เย็นเย็น,Yen Yen
544,โยเฟรน,Yo Friend
545,โยยา,YOYA
547,รสดี,Rosdee
548,รสดีเมนู,Rosdee Menu
549,รักไทย,Ruk-Thai
550,ราชาชูรส,RACHA SODIUM GLUTAMATE
551,ริชเชส,Richesse
552,รีจอยส์,Rejoice
553,รีจอยส์ซอฟ&สมูท,rejoice soft and smooth
554,เรนเจอร์สเก้าท์,Ranger Scout
555,เรนองที,Ranong Tea 3 in 1
556,โรซ่า,Roza
557,โรทริง,Roting
558,โรลเลอร์โคสเตอร์,Roller Coaster
559,โรลเลอร์โคสเตอร์มินิ,Roller Coaster Mini
560,ไร่ทิพย์,Raitip
562,ลอรีอัล,L'oreal
564,ลอรีเอะซอฟท์แอนด์เซฟ,Laurier Soft & Safe
565,ลอรีเอะซอฟท์แอนด์เซฟสลิม,Laurier Soft & Safe Slim
566,ลอรีเอะซุปเปอร์อัลตร้าสลิม,Laurier Super Ultra Slim
568,ลักส์,LUX
569,ลักส์ซอฟท์ทัช,Lux Soft Touch
570,ลักส์บิวตี้,Lux beauty
571,ลิตเติ้ลเชฟ,Little Chef
572,ลิปตัน,Lipton
573,ลิปตันกรีนทีเฟรซ,LIPTON GREEN TEA FRESH
574,ลิสเตอร์รีนคูลมิ้นต์,Listerine cool mint
575,ลิสเตอร์รีน,Listerine
576,ลิสเตอรีนเฮลตี้ไบรท์,Listerine healthy bright
577,ลีแอนด์เพอร์รินส์,Lee & Perrin
578,ลีโอ,LEO
579,ลูกศรฟ้า,Blue Arrow
580,เลย์2in1,Lay's 2in1
581,แลคตาซอย,Lactasoy
582,แลตตาซอย,Lactasoy
583,โลตัส,Lotus
584,โลโบ,Lobo
585,โลแลนเนเจอร์โค้ด,Lolane Nature Code
586,ไลปอน,Lipon
587,ไลปอนเอฟ,Lipon F
588,ไลฟ์รี่,Lifree
589,วอยซ์,Voiz
590,วอลล์,Wall’s
591,วาสลีน,Vaseline
592,วาสลีนไวท์,Vaseline White
593,วาสลีนเฮลธี้ไวท์เซรั่ม,Vaseline Healthy White Instant Fair Serum
594,วิกซอล,Vixol
595,วิคเตอร์,Victor
596,วิสกัส,Whiskas
597,วิสกัสเทมเทชันส์,WHISKAS TEMPTATIONS
598,เวชพงศ์,Vejpong
599,แวนฮูเต็น,Vanhouten
600,ไวตามิ้ลค์,Vitamilk
601,ไวตามิ้ลค์ดับเบิ้ลแบล็ค,Vitamilk Double Black
602,ไวตามิ้ลค์ทูโก,Vitamilk To Go
604,ไวไว,Wai Wai
605,ไวไวควิก,Wai Wai Quick
606,ไวไวคัพ,Wai Wai Cup
607,ส.ขอนแก่น,S.Khonkaen
609,สก๊อตซ์ไบรต์,Scotch Brite
610,สก๊อตต์,Scott
611,สก็อตต์คลีนแคร์,Scott Clean Care
612,สก๊อตต์ทาวเวล,Scott Towels
613,สก๊อตต์เอ็กซ์ตร้า,Scott extra
615,สก๊อตเพียวเร่,Scotch Puree
617,สก๊อตรอเยลพรีเมี่ยม,Scotch Royale Premium
618,สติ๊กโก้ฟิงเกอร์,Stikko Fingers
619,สเต็ดเล่อร์,Staedtler
620,สแน็คแจ๊ค,Snack Jack
621,สโนวี่,SNOWY
622,สปริงโฮม,Spring Home
623,สปอนเซอร์,Sponsor
624,สปอนเซอร์แอคทีฟ,Sponsor Active
625,สปาร์คเคิล,Sparkle
626,สไปร์ท,sprite
627,สมาร์ทฮาร์ท,Smartheart
628,สวนไทย,Suan Thai
629,สามแม่ครัว,Three Lady Cooks
630,สายน้ำผึ้งศิริชิน,Sainampueng Sirichin
632,สายฝน,Sai Fon
633,สิงห์,SINGHA
634,สุขุม,Sukum
635,สุรพลฟู้ดส์,Surapon Foods
636,แสนดี,Sandee
637,หงษ์ทอง,Hongtong
638,หนองโพ,Nongpho
639,หมูยิ้ม,Mooyim
640,หอมสุวรรณ,Homsuwan
641,ห่านฟ้า,Hanfa
642,อควาฟิน่าวิตซ่า,Aquafina Vitzaa
644,อโคเนติก,Aconatic
645,องุ่น,A-Ngoon
646,อโนอีคิว,Ano. EQ
648,อร่อยดี,Aroy-D
649,อลาวรี่,Allowrie
650,อสร,Aorsorror
651,ออตโต้,OTTO
653,ออนโดลิวา,Ondoliva
654,ออฟฟิศโปร,Office Pro
655,ออร์คิด,Orchid
656,ออร์คิดคลาสสิค,Orchid Classic
658,ออรัลบี,Oral-B
660,ออลโคโค,All coco
661,อะโคเนติค,Aconatic
662,อะยัม,Ayam
663,อังเคิลบาร์นส์,Uncle Barns
664,อัลโป,Alpo
665,อัลเฟรโด,Alfredo
667,อาเจบิ๊กโคล่า,AJE Big Cola
668,อาเซปโซ,Asepso
669,อาทเจ็ทโกลด์,Ars Jet Gold
670,อาโทริ,ARTORI
671,อิควล,Equal
672,อิงอร,IIng On
673,อิชิตัน,Ichitan
674,อิชิตันเย็นเย็น,Ichitan Yen Yen
675,อิมพีเรียล,Imperial
676,อิมาร์เฟล็กซ์,Imarflex
677,อีซี่,E ZEE
678,อีบีสปรดเอเบิล,EB Spread Able
679,อีโรส,Eros
680,เอ็กซ์ตร้า,Extra
681,เอนชัวร์,Ensure
682,เอนฟาโกร3สมาร์ทพลัส,Enfagrow 3 Smart+
683,เอนฟาโกรเอพลัส,Enfagrow A+
684,เอนฟาโกรเอพลัส360?ดีเอชเอพลัส3,Enfagrow A+ 360? DHA Plus 3
685,เอฟเอฟ,FF
686,เอ็ม16,M16
687,เอ็มบอร์ก,Emborg
688,เอ็มบีเอ,MBA
689,เอ็มพลัส,M PLUS
690,เอ็มแอนด์เค,M&K
691,เอ็มแอนด์เอ็ม,M&M
692,เอโร่,aro
693,เอโร่เพ็ทส์เฟรนด์,aro Petz Friend
694,เอลเฟ่น,Elfen
695,เอเวียง,Evian
696,เอส-26,S-26
697,เอส-26โปรเกรสโกลด์,S-26 Progress Gold
698,เอส-26พีอีโกลด์,S-26 PE Gold
699,เอสเซ้นซ์,Essence
700,เอสเซ้นซ์ซูเปอร์พลัส,ESSENCE PLUS
701,เอสเซ้นซ์ยูวี,Essence UV
702,เอสเซนโซ่,Essenso
703,เอสเพลย์,EST Play
704,เอสแอนด์พี,S&P
705,แอคเนซี,Agnesi
706,แองเคอร์,Anchor
707,แอทแทค,Attrack
708,แอทแทคทรีดีคลีนแอ็คชั่น,Attack 3D Clean Action
710,แอทแทคอีซี่,Attack Easy
711,แอทแทคอีซี่แฮปปี้สวีท,ATTACK Easy Happy Sweet
712,แอนลีน,ANLENE
713,แอนลีนโกลด์,ANLENE GOLD
714,แอนลีนโกลด์โบนซ์แอคทีฟ,Anlene Gold BonezActiv
715,แอมบิเพอร์,Ambi Pur
716,แอลจี,LG
717,โอเค,Ok
718,โอด์เอลปาโซ,OLD EL PASO
